,ANO_BO,BO_INICIADO,BO_EMITIDO,DATAOCORRENCIA,HORAOCORRENCIA,PERIDOOCORRENCIA,DATACOMUNICACAO,DATAELABORACAO,FLAGRANTE,LOGRADOURO,NUMERO,CIDADE,UF,LATITUDE,LONGITUDE,DESCRICAOLOCAL,SOLUCAO,DELEGACIA_NOME,DELEGACIA_CIRCUNSCRICAO,ESPECIE,RUBRICA,STATUS,geometry
2626,2021,2021-08-14 23:18:48,2021-08-14 23:41:13,13/08/2021,21:30:00,A NOITE,2021-08-14 00:00:00,2021-08-14 23:18:48,Não,MARGINAL PINHEIROS,1.0,S.PAULO,SP,-23.525869036,-46.735606446,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,04º D.P. GUARULHOS,91º D.P. CEASA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.735606446 -23.525869036)
2635,2021,2021-08-15 00:31:47,2021-08-15 00:51:47,14/08/2021,21:20:00,A NOITE,2021-08-15 00:00:00,2021-08-15 00:31:47,Não,ALAMEDA DOS ARAPANES,1263.0,S.PAULO,SP,-23.6078948777719,-46.6681917646315,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,02º D.P. SANTO ANDRÉ,96º D.P. MONÇÕES,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.6681917646315 -23.6078948777719)
2637,2021,2021-08-15 00:31:47,2021-08-15 00:51:47,14/08/2021,21:20:00,A NOITE,2021-08-15 00:00:00,2021-08-15 00:31:47,Não,ALAMEDA DOS ARAPANES,1263.0,S.PAULO,SP,-23.6078948777719,-46.6681917646315,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,02º D.P. SANTO ANDRÉ,96º D.P. MONÇÕES,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.6681917646315 -23.6078948777719)
2639,2021,2021-08-15 00:53:45,2021-08-15 00:53:45,12/08/2021,21:20:00,A NOITE,2021-08-15 00:00:00,2021-08-15 00:53:45,Não,RUA GIOVANNI BONONCINI,1.0,S.PAULO,SP,-23.7353971109999,-46.6954429629999,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,101º D.P. JDIM IMBUIAS,85º D.P. JARDIM MIRNA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.6954429629999 -23.7353971109999)
2641,2021,2021-08-15 00:53:45,2021-08-15 00:53:45,12/08/2021,21:20:00,A NOITE,2021-08-15 00:00:00,2021-08-15 00:53:45,Não,RUA GIOVANNI BONONCINI,1.0,S.PAULO,SP,-23.7353971109999,-46.6954429629999,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,101º D.P. JDIM IMBUIAS,85º D.P. JARDIM MIRNA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.6954429629999 -23.7353971109999)
2675,2021,2021-08-15 05:05:56,2021-08-15 06:58:48,15/08/2021,03:30:00,DE MADRUGADA,2021-08-15 00:00:00,2021-08-15 05:05:56,Sim,RUA NADIR TERRA DE SOUZA,252.0,S.PAULO,SP,-23.6753459889999,-46.637338724,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,26º D.P. SACOMA,97º D.P. AMERICANOPOLIS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.637338724 -23.6753459889999)
2677,2021,2021-08-15 05:05:56,2021-08-15 06:58:48,15/08/2021,03:30:00,DE MADRUGADA,2021-08-15 00:00:00,2021-08-15 05:05:56,Sim,RUA NADIR TERRA DE SOUZA,252.0,S.PAULO,SP,-23.6753459889999,-46.637338724,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,26º D.P. SACOMA,97º D.P. AMERICANOPOLIS,Título XI - Administração pública (arts. 312 a 359-H),Resistência (art. 329),Consumado,POINT (-46.637338724 -23.6753459889999)
2680,2021,2021-08-15 05:13:00,2021-08-15 07:20:16,15/08/2021,00:50:00,DE MADRUGADA,2021-08-15 00:00:00,2021-08-15 05:13:00,Não,AVENIDA YERVANT KISSAJIKIAN,1537.0,S.PAULO,SP,-23.6728610528364,-46.6659758216041,Via pública,ENCAM FEBEM/V.INFAN.JUVENTUDE,"27º DP ""DR. IGNÁCIO FRANCISCO""",80º D.P. VILA JOANIZA,Ato infracional,A.I.-Roubo (art. 157) - VEICULO,Consumado,POINT (-46.6659758216041 -23.6728610528364)
2682,2021,2021-08-15 05:13:00,2021-08-15 07:20:16,15/08/2021,00:50:00,DE MADRUGADA,2021-08-15 00:00:00,2021-08-15 05:13:00,Não,AVENIDA YERVANT KISSAJIKIAN,1537.0,S.PAULO,SP,-23.6728610528364,-46.6659758216041,Via pública,ENCAM FEBEM/V.INFAN.JUVENTUDE,"27º DP ""DR. IGNÁCIO FRANCISCO""",80º D.P. VILA JOANIZA,Localização e/ou Devolução,Localização/Apreensão de objeto,Consumado,POINT (-46.6659758216041 -23.6728610528364)
2684,2021,2021-08-15 05:13:00,2021-08-15 07:20:16,15/08/2021,00:50:00,DE MADRUGADA,2021-08-15 00:00:00,2021-08-15 05:13:00,Não,AVENIDA YERVANT KISSAJIKIAN,1537.0,S.PAULO,SP,-23.6728610528364,-46.6659758216041,Via pública,ENCAM FEBEM/V.INFAN.JUVENTUDE,"27º DP ""DR. IGNÁCIO FRANCISCO""",80º D.P. VILA JOANIZA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.6659758216041 -23.6728610528364)
2712,2021,2021-08-15 13:09:03,2021-08-15 13:21:16,14/08/2021,10:50:00,PELA MANHÃ,2021-08-15 00:00:00,2021-08-15 13:09:03,Não,RUA CORONEL FAWCETT,912.0,S.PAULO,SP,-23.6341016644905,-46.6178865160754,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,26º D.P. SACOMA,83º D.P. PARQUE BRISTOL,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.6178865160754 -23.6341016644905)
2714,2021,2021-08-15 13:09:03,2021-08-15 13:21:16,14/08/2021,10:50:00,PELA MANHÃ,2021-08-15 00:00:00,2021-08-15 13:09:03,Não,RUA CORONEL FAWCETT,912.0,S.PAULO,SP,-23.6341016644905,-46.6178865160754,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,26º D.P. SACOMA,83º D.P. PARQUE BRISTOL,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.6178865160754 -23.6341016644905)
2726,2021,2021-08-15 16:11:14,2021-08-15 16:57:49,14/08/2021,18:06:00,A NOITE,2021-08-15 00:00:00,2021-08-15 16:11:14,Não,RUA SANTA SABINA,500.0,S.PAULO,SP,-23.545923096,-46.409220992,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,DEL.POL.POA,44º D.P. GUAIANAZES,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.409220992 -23.545923096)
2728,2021,2021-08-15 16:11:14,2021-08-15 16:57:49,14/08/2021,18:06:00,A NOITE,2021-08-15 00:00:00,2021-08-15 16:11:14,Não,RUA SANTA SABINA,500.0,S.PAULO,SP,-23.545923096,-46.409220992,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,DEL.POL.POA,44º D.P. GUAIANAZES,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.409220992 -23.545923096)
2795,2021,2021-08-15 21:48:50,2021-08-16 01:55:27,15/08/2021,17:20:00,A TARDE,2021-08-15 00:00:00,2021-08-15 21:48:50,Sim,AVENIDA IMPERATRIZ LEOPOLDINA,1864.0,S.PAULO,SP,-23.5243343078597,-46.7370305106073,Via pública,BO PARA FLAGRANTE,91º D.P. CEASA,91º D.P. CEASA,Localização e/ou Devolução,Localização/Apreensão de objeto,Consumado,POINT (-46.7370305106073 -23.5243343078597)
2799,2021,2021-08-15 21:48:50,2021-08-16 01:55:27,15/08/2021,17:20:00,A TARDE,2021-08-15 00:00:00,2021-08-15 21:48:50,Sim,AVENIDA IMPERATRIZ LEOPOLDINA,1864.0,S.PAULO,SP,-23.5243343078597,-46.7370305106073,Via pública,BO PARA FLAGRANTE,91º D.P. CEASA,91º D.P. CEASA,Localização e/ou Devolução,Localização/Apreensão de veículo,Consumado,POINT (-46.7370305106073 -23.5243343078597)
2803,2021,2021-08-15 21:48:50,2021-08-16 01:55:27,15/08/2021,17:20:00,A TARDE,2021-08-15 00:00:00,2021-08-15 21:48:50,Sim,AVENIDA IMPERATRIZ LEOPOLDINA,1864.0,S.PAULO,SP,-23.5243343078597,-46.7370305106073,Via pública,BO PARA FLAGRANTE,91º D.P. CEASA,91º D.P. CEASA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - INTERIOR DE VEICULO,Consumado,POINT (-46.7370305106073 -23.5243343078597)
2807,2021,2021-08-15 21:48:50,2021-08-16 01:55:27,15/08/2021,17:20:00,A TARDE,2021-08-15 00:00:00,2021-08-15 21:48:50,Sim,AVENIDA IMPERATRIZ LEOPOLDINA,1864.0,S.PAULO,SP,-23.5243343078597,-46.7370305106073,Via pública,BO PARA FLAGRANTE,91º D.P. CEASA,91º D.P. CEASA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.7370305106073 -23.5243343078597)
2812,2021,2021-08-16 02:56:44,2021-08-16 04:17:10,15/08/2021,20:20:00,A NOITE,2021-08-16 00:00:00,2021-08-16 02:56:44,Sim,RUA PROFESSOR VAHIA DE ABREU,310.0,S.PAULO,SP,-23.6028845278867,-46.6775899281321,Via pública,BO PARA FLAGRANTE,"27º DP ""DR. IGNÁCIO FRANCISCO""",96º D.P. MONÇÕES,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.6775899281321 -23.6028845278867)
2858,2021,2021-08-16 14:13:07,2021-08-16 14:13:07,14/08/2021,22:30:00,A NOITE,2021-08-16 00:00:00,2021-08-16 14:13:07,Não,Avenida Águia de Haia,2985.0,S.PAULO,SP,-23.520891,-46.4757187,Via pública,BO PARA INVESTIGAÇÃO,64º D.P. CID.AE CARVALHO,64º D.P. CID.AE CARVALHO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.4757187 -23.520891)
2860,2021,2021-08-16 14:13:07,2021-08-16 14:13:07,14/08/2021,22:30:00,A NOITE,2021-08-16 00:00:00,2021-08-16 14:13:07,Não,Avenida Águia de Haia,2985.0,S.PAULO,SP,-23.520891,-46.4757187,Via pública,BO PARA INVESTIGAÇÃO,64º D.P. CID.AE CARVALHO,64º D.P. CID.AE CARVALHO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4757187 -23.520891)
2934,2021,2021-08-16 22:49:02,2021-08-16 22:49:02,16/08/2021,18:40:00,A NOITE,2021-08-16 00:00:00,2021-08-16 22:49:02,Não,AVENIDA BARONESA DE MURITIBA,387.0,S.PAULO,SP,-23.6272311029999,-46.470779318,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,49º D.P. SAO MATEUS,55º D.P. PARQUE S.RAFAEL,Localização e/ou Devolução,Entrega de veículo localizado/apreendido,Consumado,POINT (-46.470779318 -23.6272311029999)
2936,2021,2021-08-16 22:49:02,2021-08-16 22:49:02,16/08/2021,18:40:00,A NOITE,2021-08-16 00:00:00,2021-08-16 22:49:02,Não,AVENIDA BARONESA DE MURITIBA,387.0,S.PAULO,SP,-23.6272311029999,-46.470779318,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,49º D.P. SAO MATEUS,55º D.P. PARQUE S.RAFAEL,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.470779318 -23.6272311029999)
2979,2021,2021-08-17 09:31:07,2021-08-17 09:31:07,16/08/2021,21:00:00,A NOITE,2021-08-17 00:00:00,2021-08-17 09:31:07,Não,RODOVIA BR 381,80.0,S.PAULO,SP,-23.360920095,-46.5507932789999,Via pública,BO PARA INVESTIGAÇÃO,73º D.P. JACANA,73º D.P. JACANA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.5507932789999 -23.360920095)
2981,2021,2021-08-17 09:31:07,2021-08-17 09:31:07,16/08/2021,21:00:00,A NOITE,2021-08-17 00:00:00,2021-08-17 09:31:07,Não,RODOVIA BR 381,80.0,S.PAULO,SP,-23.360920095,-46.5507932789999,Via pública,BO PARA INVESTIGAÇÃO,73º D.P. JACANA,73º D.P. JACANA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.5507932789999 -23.360920095)
3023,2021,2021-08-17 13:18:58,2021-08-17 14:21:39,13/08/2021,05:31:00,DE MADRUGADA,2021-08-17 00:00:00,2021-08-17 13:18:58,Não,RUA ENGENHEIRO JOAO MONTEIRO DA GAMA,40.0,S.PAULO,SP,-23.6191587087799,-46.63755801032,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,16º D.P. VILA CLEMENTINO,16º D.P. VILA CLEMENTINO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.63755801032 -23.6191587087799)
3025,2021,2021-08-17 13:18:58,2021-08-17 14:21:39,13/08/2021,05:31:00,DE MADRUGADA,2021-08-17 00:00:00,2021-08-17 13:18:58,Não,RUA ENGENHEIRO JOAO MONTEIRO DA GAMA,40.0,S.PAULO,SP,-23.6191587087799,-46.63755801032,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,16º D.P. VILA CLEMENTINO,16º D.P. VILA CLEMENTINO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.63755801032 -23.6191587087799)
3035,2021,2021-08-17 15:04:05,2021-08-17 15:29:39,16/08/2021,22:00:00,A NOITE,2021-08-17 00:00:00,2021-08-17 15:04:05,Não,ACESSO PONTE ARICANDUVA,323.0,S.PAULO,SP,-23.522202437,-46.558891843,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,99º D.P. CAMPO GRANDE,90º D.P. PQ. NOVO MUNDO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - CARGA,Consumado,POINT (-46.558891843 -23.522202437)
3039,2021,2021-08-17 15:04:05,2021-08-17 15:29:39,16/08/2021,22:00:00,A NOITE,2021-08-17 00:00:00,2021-08-17 15:04:05,Não,ACESSO PONTE ARICANDUVA,323.0,S.PAULO,SP,-23.522202437,-46.558891843,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,99º D.P. CAMPO GRANDE,90º D.P. PQ. NOVO MUNDO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.558891843 -23.522202437)
3074,2021,2021-08-17 14:27:18,2021-08-17 18:52:57,17/08/2021,10:44:00,PELA MANHÃ,2021-08-17 00:00:00,2021-08-17 14:27:18,Sim,RUA acelino rodrigues da paciencia,21.0,S.PAULO,SP,-23.6557199969999,-46.7825891259999,Via pública,BO PARA FLAGRANTE,47º D.P. CAPAO REDONDO,47º D.P. CAPAO REDONDO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.7825891259999 -23.6557199969999)
3076,2021,2021-08-17 14:27:18,2021-08-17 18:52:57,17/08/2021,10:44:00,PELA MANHÃ,2021-08-17 00:00:00,2021-08-17 14:27:18,Sim,RUA acelino rodrigues da paciencia,21.0,S.PAULO,SP,-23.6557199969999,-46.7825891259999,Via pública,BO PARA FLAGRANTE,47º D.P. CAPAO REDONDO,47º D.P. CAPAO REDONDO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.7825891259999 -23.6557199969999)
3177,2021,2021-08-17 22:05:19,2021-08-18 02:13:56,17/08/2021,19:20:00,A NOITE,2021-08-17 00:00:00,2021-08-17 22:05:19,Sim,RUA VILA DA PONTE,135.0,S.PAULO,SP,-23.6791446489004,-46.6328903127828,Via pública,BO PARA FLAGRANTE,26º D.P. SACOMA,97º D.P. AMERICANOPOLIS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.6328903127828 -23.6791446489004)
3179,2021,2021-08-17 22:05:19,2021-08-18 02:13:56,17/08/2021,19:20:00,A NOITE,2021-08-17 00:00:00,2021-08-17 22:05:19,Sim,RUA VILA DA PONTE,135.0,S.PAULO,SP,-23.6791446489004,-46.6328903127828,Via pública,BO PARA FLAGRANTE,26º D.P. SACOMA,97º D.P. AMERICANOPOLIS,Título XI - Administração pública (arts. 312 a 359-H),Corrupção ativa (art. 333),Consumado,POINT (-46.6328903127828 -23.6791446489004)
3222,2021,2021-08-18 00:41:28,2021-08-18 04:54:37,17/08/2021,22:40:00,A NOITE,2021-08-18 00:00:00,2021-08-18 00:41:28,Sim,RUA ROQUE DE MINGO,1.0,S.PAULO,SP,-23.6306890229999,-46.765795457,Via pública,BO PARA FLAGRANTE,89º D.P. JARDIM TABOAO,37º D.P. CAMPO LIMPO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.765795457 -23.6306890229999)
3226,2021,2021-08-18 00:41:28,2021-08-18 04:54:37,17/08/2021,22:40:00,A NOITE,2021-08-18 00:00:00,2021-08-18 00:41:28,Sim,RUA ROQUE DE MINGO,1.0,S.PAULO,SP,-23.6306890229999,-46.765795457,Via pública,BO PARA FLAGRANTE,89º D.P. JARDIM TABOAO,37º D.P. CAMPO LIMPO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - RESIDENCIA,Consumado,POINT (-46.765795457 -23.6306890229999)
3230,2021,2021-08-18 00:41:28,2021-08-18 04:54:37,17/08/2021,22:40:00,A NOITE,2021-08-18 00:00:00,2021-08-18 00:41:28,Sim,RUA ROQUE DE MINGO,1.0,S.PAULO,SP,-23.6306890229999,-46.765795457,Via pública,BO PARA FLAGRANTE,89º D.P. JARDIM TABOAO,37º D.P. CAMPO LIMPO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.765795457 -23.6306890229999)
3261,2021,2021-08-18 10:27:23,2021-08-18 11:09:10,18/08/2021,05:30:00,DE MADRUGADA,2021-08-18 00:00:00,2021-08-18 10:27:23,Não,AVENIDA DO ESTADO,5200.0,S.PAULO,SP,-23.5571139076965,-46.6200792339139,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,04º D.P. GUARULHOS,08º D.P. BRAS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - CARGA,Consumado,POINT (-46.6200792339139 -23.5571139076965)
3263,2021,2021-08-18 10:27:23,2021-08-18 11:09:10,18/08/2021,05:30:00,DE MADRUGADA,2021-08-18 00:00:00,2021-08-18 10:27:23,Não,AVENIDA DO ESTADO,5200.0,S.PAULO,SP,-23.5571139076965,-46.6200792339139,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,04º D.P. GUARULHOS,08º D.P. BRAS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.6200792339139 -23.5571139076965)
3269,2021,2021-08-18 09:44:17,2021-08-18 12:05:22,18/08/2021,06:20:00,PELA MANHÃ,2021-08-18 00:00:00,2021-08-18 09:44:17,Sim,RUA MACIEL PARENTE,10.0,S.PAULO,SP,-23.5992517986934,-46.5969493927612,Via pública,BO PARA FLAGRANTE,26º D.P. SACOMA,95º D.P. HELIÓPOLIS,L 9503/97 - Código de Trânsito Brasileiro,Dirigir sem Permissão ou Habilitação (Art. 309),Consumado,POINT (-46.5969493927612 -23.5992517986934)
3271,2021,2021-08-18 09:44:17,2021-08-18 12:05:22,18/08/2021,06:20:00,PELA MANHÃ,2021-08-18 00:00:00,2021-08-18 09:44:17,Sim,RUA MACIEL PARENTE,10.0,S.PAULO,SP,-23.5992517986934,-46.5969493927612,Via pública,BO PARA FLAGRANTE,26º D.P. SACOMA,95º D.P. HELIÓPOLIS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.5969493927612 -23.5992517986934)
3274,2021,2021-08-18 11:48:49,2021-08-18 12:10:48,18/08/2021,03:30:00,DE MADRUGADA,2021-08-18 00:00:00,2021-08-18 11:48:49,Não,RUA NELSON GAMA DE OLIVEIRA,200.0,S.PAULO,SP,-23.6336210072659,-46.7346708584572,Via pública,BO PARA INVESTIGAÇÃO,DEL.POL.EMBU DAS ARTES,89º D.P. JARDIM TABOAO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.7346708584572 -23.6336210072659)
3276,2021,2021-08-18 11:48:49,2021-08-18 12:10:48,18/08/2021,03:30:00,DE MADRUGADA,2021-08-18 00:00:00,2021-08-18 11:48:49,Não,RUA NELSON GAMA DE OLIVEIRA,200.0,S.PAULO,SP,-23.6336210072659,-46.7346708584572,Via pública,BO PARA INVESTIGAÇÃO,DEL.POL.EMBU DAS ARTES,89º D.P. JARDIM TABOAO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.7346708584572 -23.6336210072659)
3336,2021,2021-08-18 16:31:59,2021-08-18 16:31:59,17/08/2021,19:30:00,A NOITE,2021-08-18 00:00:00,2021-08-18 16:31:59,Não,Rua Açailândia,160.0,S.PAULO,SP,-23.4748994,-46.5627414,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,05º D.P. GUARULHOS,73º D.P. JACANA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.5627414 -23.4748994)
3338,2021,2021-08-18 16:31:59,2021-08-18 16:31:59,17/08/2021,19:30:00,A NOITE,2021-08-18 00:00:00,2021-08-18 16:31:59,Não,Rua Açailândia,160.0,S.PAULO,SP,-23.4748994,-46.5627414,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,05º D.P. GUARULHOS,73º D.P. JACANA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - OUTROS,Consumado,POINT (-46.5627414 -23.4748994)
3340,2021,2021-08-18 16:31:59,2021-08-18 16:31:59,17/08/2021,19:30:00,A NOITE,2021-08-18 00:00:00,2021-08-18 16:31:59,Não,Rua Açailândia,160.0,S.PAULO,SP,-23.4748994,-46.5627414,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,05º D.P. GUARULHOS,73º D.P. JACANA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.5627414 -23.4748994)
3359,2021,2021-08-18 15:49:53,2021-08-18 18:42:35,18/08/2021,12:10:00,A TARDE,2021-08-18 00:00:00,2021-08-18 15:49:53,Sim,RUA GONCALO BARROS,1.0,S.PAULO,SP,-23.682138691,-46.778534404,Via pública,BO PARA FLAGRANTE,47º D.P. CAPAO REDONDO,47º D.P. CAPAO REDONDO,Localização e/ou Devolução,Localização/Apreensão e Entrega de objeto,Consumado,POINT (-46.778534404 -23.682138691)
3361,2021,2021-08-18 15:49:53,2021-08-18 18:42:35,18/08/2021,12:10:00,A TARDE,2021-08-18 00:00:00,2021-08-18 15:49:53,Sim,RUA GONCALO BARROS,1.0,S.PAULO,SP,-23.682138691,-46.778534404,Via pública,BO PARA FLAGRANTE,47º D.P. CAPAO REDONDO,47º D.P. CAPAO REDONDO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.778534404 -23.682138691)
3363,2021,2021-08-18 15:49:53,2021-08-18 18:42:35,18/08/2021,12:10:00,A TARDE,2021-08-18 00:00:00,2021-08-18 15:49:53,Sim,RUA GONCALO BARROS,1.0,S.PAULO,SP,-23.682138691,-46.778534404,Via pública,BO PARA FLAGRANTE,47º D.P. CAPAO REDONDO,47º D.P. CAPAO REDONDO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.778534404 -23.682138691)
3383,2021,2021-08-18 16:14:44,2021-08-18 22:15:13,18/08/2021,13:00:00,A TARDE,2021-08-18 00:00:00,2021-08-18 16:14:44,Não,ESTRADA DO PALANQUE,4000.0,S.PAULO,SP,-23.618467134,-46.399916575,Via pública,BO PARA INQUÉRITO,DHPP DIV. HOMICIDIOS,54º D.P. CID. TIRADENTES,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.399916575 -23.618467134)
3385,2021,2021-08-18 16:14:44,2021-08-18 22:15:13,18/08/2021,13:00:00,A TARDE,2021-08-18 00:00:00,2021-08-18 16:14:44,Não,ESTRADA DO PALANQUE,4000.0,S.PAULO,SP,-23.618467134,-46.399916575,Via pública,BO PARA INQUÉRITO,DHPP DIV. HOMICIDIOS,54º D.P. CID. TIRADENTES,Título I - Pessoa (arts. 121 a 154),Homicídio simples (art. 121),Consumado,POINT (-46.399916575 -23.618467134)
3387,2021,2021-08-18 16:14:44,2021-08-18 22:15:13,18/08/2021,13:00:00,A TARDE,2021-08-18 00:00:00,2021-08-18 16:14:44,Não,ESTRADA DO PALANQUE,4000.0,S.PAULO,SP,-23.618467134,-46.399916575,Via pública,BO PARA INQUÉRITO,DHPP DIV. HOMICIDIOS,54º D.P. CID. TIRADENTES,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.399916575 -23.618467134)
3389,2021,2021-08-18 16:14:44,2021-08-18 22:15:13,18/08/2021,13:00:00,A TARDE,2021-08-18 00:00:00,2021-08-18 16:14:44,Não,ESTRADA DO PALANQUE,4000.0,S.PAULO,SP,-23.618467134,-46.399916575,Via pública,BO PARA INQUÉRITO,DHPP DIV. HOMICIDIOS,54º D.P. CID. TIRADENTES,Título XI - Administração pública (arts. 312 a 359-H),Resistência (art. 329),Consumado,POINT (-46.399916575 -23.618467134)
3395,2021,2021-08-18 21:42:09,2021-08-18 23:26:51,18/08/2021,13:05:00,A TARDE,2021-08-18 00:00:00,2021-08-18 21:42:09,Não,RUA SANTA ROSA DE LIMA,834.0,S.PAULO,SP,-23.4858154413714,-46.4294181767428,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,DELEGACIA ELETRONICA,22º D.P. SAO MIGUEL PTA,Título II - Patrimônio (arts. 155 a 183),Extorsão (art. 158) - PESSOA,Consumado,POINT (-46.4294181767428 -23.4858154413714)
3397,2021,2021-08-18 21:42:09,2021-08-18 23:26:51,18/08/2021,13:05:00,A TARDE,2021-08-18 00:00:00,2021-08-18 21:42:09,Não,RUA SANTA ROSA DE LIMA,834.0,S.PAULO,SP,-23.4858154413714,-46.4294181767428,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,DELEGACIA ELETRONICA,22º D.P. SAO MIGUEL PTA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4294181767428 -23.4858154413714)
3445,2021,2021-08-19 10:29:24,2021-08-19 11:39:49,19/08/2021,07:00:00,PELA MANHÃ,2021-08-19 00:00:00,2021-08-19 10:29:24,Não,RUA MADAME CURIE,80.0,S.PAULO,SP,-23.6152840347597,-46.6160271595946,Via pública,BO PARA INVESTIGAÇÃO,26º D.P. SACOMA,26º D.P. SACOMA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.6160271595946 -23.6152840347597)
