,ANO_BO,BO_INICIADO,BO_EMITIDO,DATAOCORRENCIA,HORAOCORRENCIA,PERIDOOCORRENCIA,DATACOMUNICACAO,DATAELABORACAO,FLAGRANTE,LOGRADOURO,NUMERO,CIDADE,UF,LATITUDE,LONGITUDE,DESCRICAOLOCAL,SOLUCAO,DELEGACIA_NOME,DELEGACIA_CIRCUNSCRICAO,ESPECIE,RUBRICA,STATUS,geometry
4829,2021,2021-07-28 18:26:40,2021-07-28 18:31:16,28/07/2021,06:15:00,PELA MANHÃ,2021-07-28 00:00:00,2021-07-28 18:26:40,Sim,RUA JOSE XAVIER GUIMARAES,10.0,S.PAULO,SP,-23.5879615441664,-46.7666714598062,Via pública,ENCAM FEBEM/V.INFAN.JUVENTUDE,89º D.P. JARDIM TABOAO,75º D.P. JARDIM ARPOADOR,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.7666714598062 -23.5879615441664)
4831,2021,2021-07-28 11:53:14,2021-07-28 18:35:31,28/07/2021,04:00:00,DE MADRUGADA,2021-07-28 00:00:00,2021-07-28 11:53:14,Não,RUA CANINDE,774.0,S.PAULO,SP,-23.5277760691061,-46.6223365769362,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,DOPE - 3A. DELEGACIA DA D.A.S.,12º D.P. PARI,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.6223365769362 -23.5277760691061)
4833,2021,2021-07-28 11:53:14,2021-07-28 18:35:31,28/07/2021,04:00:00,DE MADRUGADA,2021-07-28 00:00:00,2021-07-28 11:53:14,Não,RUA CANINDE,774.0,S.PAULO,SP,-23.5277760691061,-46.6223365769362,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,DOPE - 3A. DELEGACIA DA D.A.S.,12º D.P. PARI,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - CARGA,Consumado,POINT (-46.6223365769362 -23.5277760691061)
4835,2021,2021-07-28 11:53:14,2021-07-28 18:35:31,28/07/2021,04:00:00,DE MADRUGADA,2021-07-28 00:00:00,2021-07-28 11:53:14,Não,RUA CANINDE,774.0,S.PAULO,SP,-23.5277760691061,-46.6223365769362,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,DOPE - 3A. DELEGACIA DA D.A.S.,12º D.P. PARI,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.6223365769362 -23.5277760691061)
4853,2021,2021-07-28 20:49:14,2021-07-28 21:59:43,28/07/2021,20:00:00,A NOITE,2021-07-28 00:00:00,2021-07-28 20:49:14,Não,AVENIDA JOSE ESTIMA FILHO,200.0,S.PAULO,SP,-23.723943337382,-46.7864319950971,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,47º D.P. CAPAO REDONDO,100º D.P. JDIM HERCULANO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.7864319950971 -23.723943337382)
4878,2021,2021-07-28 19:36:39,2021-07-29 01:02:51,28/07/2021,18:30:00,A NOITE,2021-07-28 00:00:00,2021-07-28 19:36:39,Sim,RUA ANECY ROCHA,985.0,S.PAULO,SP,-23.6091628862249,-46.4349269036385,Via pública,BO PARA FLAGRANTE,DEIC - 3ª DELEGACIA DA DIVECAR,49º D.P. SAO MATEUS,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.4349269036385 -23.6091628862249)
4880,2021,2021-07-28 19:36:39,2021-07-29 01:02:51,28/07/2021,18:30:00,A NOITE,2021-07-28 00:00:00,2021-07-28 19:36:39,Sim,RUA ANECY ROCHA,985.0,S.PAULO,SP,-23.6091628862249,-46.4349269036385,Via pública,BO PARA FLAGRANTE,DEIC - 3ª DELEGACIA DA DIVECAR,49º D.P. SAO MATEUS,Título II - Patrimônio (arts. 155 a 183),Receptação (art. 180) - OUTROS,Consumado,POINT (-46.4349269036385 -23.6091628862249)
4882,2021,2021-07-28 19:36:39,2021-07-29 01:02:51,28/07/2021,18:30:00,A NOITE,2021-07-28 00:00:00,2021-07-28 19:36:39,Sim,RUA ANECY ROCHA,985.0,S.PAULO,SP,-23.6091628862249,-46.4349269036385,Via pública,BO PARA FLAGRANTE,DEIC - 3ª DELEGACIA DA DIVECAR,49º D.P. SAO MATEUS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4349269036385 -23.6091628862249)
4884,2021,2021-07-29 01:35:27,2021-07-29 01:35:27,28/07/2021,22:20:00,A NOITE,2021-07-29 00:00:00,2021-07-29 01:35:27,Não,RUA CARVALHO DE ARAUJO,12.0,S.PAULO,SP,-23.545898064,-46.40915753,Via pública,ENCAM FEBEM/V.INFAN.JUVENTUDE,49º D.P. SAO MATEUS,44º D.P. GUAIANAZES,Ato infracional,A.I.-Roubo (art. 157) - VEICULO,Consumado,POINT (-46.40915753 -23.545898064)
4886,2021,2021-07-29 01:35:27,2021-07-29 01:35:27,28/07/2021,22:20:00,A NOITE,2021-07-29 00:00:00,2021-07-29 01:35:27,Não,RUA CARVALHO DE ARAUJO,12.0,S.PAULO,SP,-23.545898064,-46.40915753,Via pública,ENCAM FEBEM/V.INFAN.JUVENTUDE,49º D.P. SAO MATEUS,44º D.P. GUAIANAZES,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.40915753 -23.545898064)
4905,2021,2021-07-29 01:46:21,2021-07-29 04:35:03,29/07/2021,00:30:00,DE MADRUGADA,2021-07-29 00:00:00,2021-07-29 01:46:21,Sim,RUA GONCALO DE SA,10.0,S.PAULO,SP,-23.4945962280799,-46.6603576298645,Via pública,BO PARA FLAGRANTE,13º D.P. CASA VERDE,13º D.P. CASA VERDE,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.6603576298645 -23.4945962280799)
4907,2021,2021-07-29 01:46:21,2021-07-29 04:35:03,29/07/2021,00:30:00,DE MADRUGADA,2021-07-29 00:00:00,2021-07-29 01:46:21,Sim,RUA GONCALO DE SA,10.0,S.PAULO,SP,-23.4945962280799,-46.6603576298645,Via pública,BO PARA FLAGRANTE,13º D.P. CASA VERDE,13º D.P. CASA VERDE,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.6603576298645 -23.4945962280799)
4913,2021,2021-07-29 04:55:14,2021-07-29 05:49:33,29/07/2021,01:00:00,DE MADRUGADA,2021-07-29 00:00:00,2021-07-29 04:55:14,Não,RUA DAS CRIANÇAS,100.0,S.PAULO,SP,-23.4796087794112,-46.4088360785471,Via pública,AGUARDANDO LAUDOS,50º D.P. ITAIM PAULISTA,59º D.P. JARDIM DOS IPES,Localização e/ou Devolução,Localização/Apreensão de objeto,Consumado,POINT (-46.4088360785471 -23.4796087794112)
4915,2021,2021-07-29 04:55:14,2021-07-29 05:49:33,29/07/2021,01:00:00,DE MADRUGADA,2021-07-29 00:00:00,2021-07-29 04:55:14,Não,RUA DAS CRIANÇAS,100.0,S.PAULO,SP,-23.4796087794112,-46.4088360785471,Via pública,AGUARDANDO LAUDOS,50º D.P. ITAIM PAULISTA,59º D.P. JARDIM DOS IPES,Localização e/ou Devolução,Localização/Apreensão de veículo,Consumado,POINT (-46.4088360785471 -23.4796087794112)
4917,2021,2021-07-29 04:55:14,2021-07-29 05:49:33,29/07/2021,01:00:00,DE MADRUGADA,2021-07-29 00:00:00,2021-07-29 04:55:14,Não,RUA DAS CRIANÇAS,100.0,S.PAULO,SP,-23.4796087794112,-46.4088360785471,Via pública,AGUARDANDO LAUDOS,50º D.P. ITAIM PAULISTA,59º D.P. JARDIM DOS IPES,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4088360785471 -23.4796087794112)
4938,2021,2021-07-29 10:35:33,2021-07-29 11:02:54,28/07/2021,21:30:00,A NOITE,2021-07-29 00:00:00,2021-07-29 10:35:33,Não,RUA THEREZA FRANCO,86.0,S.PAULO,SP,-23.6304756404717,-46.6214871531509,Via pública,BO PARA INVESTIGAÇÃO,83º D.P. PARQUE BRISTOL,83º D.P. PARQUE BRISTOL,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.6214871531509 -23.6304756404717)
4940,2021,2021-07-29 10:35:33,2021-07-29 11:02:54,28/07/2021,21:30:00,A NOITE,2021-07-29 00:00:00,2021-07-29 10:35:33,Não,RUA THEREZA FRANCO,86.0,S.PAULO,SP,-23.6304756404717,-46.6214871531509,Via pública,BO PARA INVESTIGAÇÃO,83º D.P. PARQUE BRISTOL,83º D.P. PARQUE BRISTOL,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.6214871531509 -23.6304756404717)
4974,2021,2021-07-29 13:46:03,2021-07-29 14:19:08,29/07/2021,08:00:00,PELA MANHÃ,2021-07-29 00:00:00,2021-07-29 13:46:03,Não,AVENIDA RAIMUNDO PEREIRA DE MAGALHAES,12590.0,S.PAULO,SP,-23.432519546089,-46.7201540897159,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,46º D.P. PERUS,74º D.P. PARADA TAIPAS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - CARGA,Consumado,POINT (-46.7201540897159 -23.432519546089)
4976,2021,2021-07-29 13:46:03,2021-07-29 14:19:08,29/07/2021,08:00:00,PELA MANHÃ,2021-07-29 00:00:00,2021-07-29 13:46:03,Não,AVENIDA RAIMUNDO PEREIRA DE MAGALHAES,12590.0,S.PAULO,SP,-23.432519546089,-46.7201540897159,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,46º D.P. PERUS,74º D.P. PARADA TAIPAS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.7201540897159 -23.432519546089)
5006,2021,2021-07-29 15:24:54,2021-07-29 16:36:27,29/07/2021,00:20:00,DE MADRUGADA,2021-07-29 00:00:00,2021-07-29 15:24:54,Não,RODOVIA SPA 015/330,19.0,S.PAULO,SP,-23.454673161,-46.766571733,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,DEL.POL.ITUPEVA,46º D.P. PERUS,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.766571733 -23.454673161)
5009,2021,2021-07-29 15:24:54,2021-07-29 16:36:27,29/07/2021,00:20:00,DE MADRUGADA,2021-07-29 00:00:00,2021-07-29 15:24:54,Não,RODOVIA SPA 015/330,19.0,S.PAULO,SP,-23.454673161,-46.766571733,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,DEL.POL.ITUPEVA,46º D.P. PERUS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.766571733 -23.454673161)
5013,2021,2021-07-29 16:10:34,2021-07-29 16:55:38,27/07/2021,19:30:00,A NOITE,2021-07-29 00:00:00,2021-07-29 16:10:34,Não,RUA CORONEL IRINEU DE CASTRO,40.0,S.PAULO,SP,-23.5579403950065,-46.5683073648504,Via pública,BO PARA INVESTIGAÇÃO,30º D.P. TATUAPE,30º D.P. TATUAPE,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.5683073648504 -23.5579403950065)
5015,2021,2021-07-29 16:10:34,2021-07-29 16:55:38,27/07/2021,19:30:00,A NOITE,2021-07-29 00:00:00,2021-07-29 16:10:34,Não,RUA CORONEL IRINEU DE CASTRO,40.0,S.PAULO,SP,-23.5579403950065,-46.5683073648504,Via pública,BO PARA INVESTIGAÇÃO,30º D.P. TATUAPE,30º D.P. TATUAPE,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.5683073648504 -23.5579403950065)
5019,2021,2021-07-29 16:24:59,2021-07-29 17:05:14,27/07/2021,16:00:00,A TARDE,2021-07-29 00:00:00,2021-07-29 16:24:59,Não,RUA INHAUMA,100.0,S.PAULO,SP,-23.520452166848,-46.6624273652463,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,03º D.P. S.BERNARDO DO CAMPO,23º D.P. PERDIZES,Título I - Pessoa (arts. 121 a 154),Seqüestro e cárcere privado (art. 148),Consumado,POINT (-46.6624273652463 -23.520452166848)
5022,2021,2021-07-29 16:24:59,2021-07-29 17:05:14,27/07/2021,16:00:00,A TARDE,2021-07-29 00:00:00,2021-07-29 16:24:59,Não,RUA INHAUMA,100.0,S.PAULO,SP,-23.520452166848,-46.6624273652463,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,03º D.P. S.BERNARDO DO CAMPO,23º D.P. PERDIZES,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.6624273652463 -23.520452166848)
5031,2021,2021-07-29 15:50:02,2021-07-29 17:29:15,28/07/2021,18:30:00,A NOITE,2021-07-29 00:00:00,2021-07-29 15:50:02,Sim,RUA ANECY ROCHA,985.0,S.PAULO,SP,-23.6091628862249,-46.4349269036385,Via pública,BO PARA ADENDO,DEIC - 3ª DELEGACIA DA DIVECAR,49º D.P. SAO MATEUS,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.4349269036385 -23.6091628862249)
5033,2021,2021-07-29 15:50:02,2021-07-29 17:29:15,28/07/2021,18:30:00,A NOITE,2021-07-29 00:00:00,2021-07-29 15:50:02,Sim,RUA ANECY ROCHA,985.0,S.PAULO,SP,-23.6091628862249,-46.4349269036385,Via pública,BO PARA ADENDO,DEIC - 3ª DELEGACIA DA DIVECAR,49º D.P. SAO MATEUS,Título II - Patrimônio (arts. 155 a 183),Receptação (art. 180) - OUTROS,Consumado,POINT (-46.4349269036385 -23.6091628862249)
5035,2021,2021-07-29 15:50:02,2021-07-29 17:29:15,28/07/2021,18:30:00,A NOITE,2021-07-29 00:00:00,2021-07-29 15:50:02,Sim,RUA ANECY ROCHA,985.0,S.PAULO,SP,-23.6091628862249,-46.4349269036385,Via pública,BO PARA ADENDO,DEIC - 3ª DELEGACIA DA DIVECAR,49º D.P. SAO MATEUS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4349269036385 -23.6091628862249)
5037,2021,2021-07-29 17:06:50,2021-07-29 17:53:45,28/07/2021,23:30:00,A NOITE,2021-07-29 00:00:00,2021-07-29 17:06:50,Não,AVENIDA VEREADOR JOSE DINIZ,300.0,S.PAULO,SP,-23.6188728656512,-46.6765426098516,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,75º D.P. JARDIM ARPOADOR,"27º DP ""DR. IGNÁCIO FRANCISCO""",Localização e/ou Devolução,Localização/Apreensão de objeto,Consumado,POINT (-46.6765426098516 -23.6188728656512)
5039,2021,2021-07-29 17:06:50,2021-07-29 17:53:45,28/07/2021,23:30:00,A NOITE,2021-07-29 00:00:00,2021-07-29 17:06:50,Não,AVENIDA VEREADOR JOSE DINIZ,300.0,S.PAULO,SP,-23.6188728656512,-46.6765426098516,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,75º D.P. JARDIM ARPOADOR,"27º DP ""DR. IGNÁCIO FRANCISCO""",Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.6765426098516 -23.6188728656512)
5041,2021,2021-07-29 17:06:50,2021-07-29 17:53:45,28/07/2021,23:30:00,A NOITE,2021-07-29 00:00:00,2021-07-29 17:06:50,Não,AVENIDA VEREADOR JOSE DINIZ,300.0,S.PAULO,SP,-23.6188728656512,-46.6765426098516,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,75º D.P. JARDIM ARPOADOR,"27º DP ""DR. IGNÁCIO FRANCISCO""",Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - APLICATIVO DE MOBILIDADE URBANA,Consumado,POINT (-46.6765426098516 -23.6188728656512)
5043,2021,2021-07-29 17:06:50,2021-07-29 17:53:45,28/07/2021,23:30:00,A NOITE,2021-07-29 00:00:00,2021-07-29 17:06:50,Não,AVENIDA VEREADOR JOSE DINIZ,300.0,S.PAULO,SP,-23.6188728656512,-46.6765426098516,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,75º D.P. JARDIM ARPOADOR,"27º DP ""DR. IGNÁCIO FRANCISCO""",Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.6765426098516 -23.6188728656512)
5062,2021,2021-07-29 19:17:45,2021-07-29 19:42:55,29/07/2021,12:45:00,A TARDE,2021-07-29 00:00:00,2021-07-29 19:17:45,Não,RUA walter pereira junior,137.0,S.PAULO,SP,-23.5953019145637,-46.4180938906595,Area não ocupada,ENCAMINHAMENTO DP ÁREA DO FATO,53º D.P. PARQUE DO CARMO,54º D.P. CID. TIRADENTES,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.4180938906595 -23.5953019145637)
5064,2021,2021-07-29 19:17:45,2021-07-29 19:42:55,29/07/2021,12:45:00,A TARDE,2021-07-29 00:00:00,2021-07-29 19:17:45,Não,RUA walter pereira junior,137.0,S.PAULO,SP,-23.5953019145637,-46.4180938906595,Area não ocupada,ENCAMINHAMENTO DP ÁREA DO FATO,53º D.P. PARQUE DO CARMO,54º D.P. CID. TIRADENTES,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4180938906595 -23.5953019145637)
5087,2021,2021-07-29 17:31:44,2021-07-30 00:20:36,29/07/2021,14:55:00,A TARDE,2021-07-29 00:00:00,2021-07-29 17:31:44,Sim,RUA SAO GONCALO DO PIAUI,342.0,S.PAULO,SP,-23.5480215032857,-46.460202017,Via pública,BO PARA FLAGRANTE,63º D.P. VILA JACUI,32º D.P. ITAQUERA,Acidente de trânsito,Choque,Consumado,POINT (-46.460202017 -23.5480215032857)
5090,2021,2021-07-29 17:31:44,2021-07-30 00:20:36,29/07/2021,14:55:00,A TARDE,2021-07-29 00:00:00,2021-07-29 17:31:44,Sim,RUA SAO GONCALO DO PIAUI,342.0,S.PAULO,SP,-23.5480215032857,-46.460202017,Via pública,BO PARA FLAGRANTE,63º D.P. VILA JACUI,32º D.P. ITAQUERA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.460202017 -23.5480215032857)
5147,2021,2021-07-30 04:36:45,2021-07-30 04:36:45,29/07/2021,16:30:00,A TARDE,2021-07-30 00:00:00,2021-07-30 04:36:45,Não,ACESSO RODOVIA RAPOSO TAVARES,10.0,S.PAULO,SP,-23.582389432,-46.733401033,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,14º D.P. PINHEIROS,51º D.P. RIO PEQUENO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.733401033 -23.582389432)
5149,2021,2021-07-30 04:57:08,2021-07-30 06:15:17,29/07/2021,19:30:00,A NOITE,2021-07-30 00:00:00,2021-07-30 04:57:08,Não,AVENIDA MARGINAL TIETE DIREITA,500.0,S.PAULO,SP,-23.5159789321803,-46.7304469329784,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,91º D.P. CEASA,33º D.P. PIRITUBA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.7304469329784 -23.5159789321803)
5156,2021,2021-07-30 09:52:08,2021-07-30 09:52:08,27/07/2021,20:30:00,A NOITE,2021-07-30 00:00:00,2021-07-30 09:52:08,Não,RUA NICOLA PISANO,165.0,S.PAULO,SP,-23.5935702629999,-46.545515849,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,42º D.P. PARQUE S. LUCAS,42º D.P. PARQUE S. LUCAS,Localização e/ou Devolução,Entrega de veículo localizado/apreendido,Consumado,POINT (-46.545515849 -23.5935702629999)
5158,2021,2021-07-30 09:52:08,2021-07-30 09:52:08,27/07/2021,20:30:00,A NOITE,2021-07-30 00:00:00,2021-07-30 09:52:08,Não,RUA NICOLA PISANO,165.0,S.PAULO,SP,-23.5935702629999,-46.545515849,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,42º D.P. PARQUE S. LUCAS,42º D.P. PARQUE S. LUCAS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.545515849 -23.5935702629999)
5187,2021,2021-07-30 12:15:19,2021-07-30 12:45:44,27/07/2021,12:53:00,A TARDE,2021-07-30 00:00:00,2021-07-30 12:15:19,Não,RUA ALEXANDRE DAVIDENKO,29.0,S.PAULO,SP,-23.5805457447272,-46.3894423276363,Via pública,BO PARA REGISTRO,54º D.P. CID. TIRADENTES,54º D.P. CID. TIRADENTES,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - CARGA,Consumado,POINT (-46.3894423276363 -23.5805457447272)
5189,2021,2021-07-30 12:15:19,2021-07-30 12:45:44,27/07/2021,12:53:00,A TARDE,2021-07-30 00:00:00,2021-07-30 12:15:19,Não,RUA ALEXANDRE DAVIDENKO,29.0,S.PAULO,SP,-23.5805457447272,-46.3894423276363,Via pública,BO PARA REGISTRO,54º D.P. CID. TIRADENTES,54º D.P. CID. TIRADENTES,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.3894423276363 -23.5805457447272)
5223,2021,2021-07-30 14:28:28,2021-07-30 14:47:53,30/07/2021,09:10:00,PELA MANHÃ,2021-07-30 00:00:00,2021-07-30 14:28:28,Não,ESTRADA DA VOVO CAROLINA,1519.0,S.PAULO,SP,-23.6045257874407,-46.411086054091,Via pública,BO PARA INVESTIGAÇÃO,54º D.P. CID. TIRADENTES,54º D.P. CID. TIRADENTES,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - OUTROS,Consumado,POINT (-46.411086054091 -23.6045257874407)
5225,2021,2021-07-30 14:28:28,2021-07-30 14:47:53,30/07/2021,09:10:00,PELA MANHÃ,2021-07-30 00:00:00,2021-07-30 14:28:28,Não,ESTRADA DA VOVO CAROLINA,1519.0,S.PAULO,SP,-23.6045257874407,-46.411086054091,Via pública,BO PARA INVESTIGAÇÃO,54º D.P. CID. TIRADENTES,54º D.P. CID. TIRADENTES,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.411086054091 -23.6045257874407)
5227,2021,2021-07-30 14:11:47,2021-07-30 14:55:10,30/07/2021,10:40:00,PELA MANHÃ,2021-07-30 00:00:00,2021-07-30 14:11:47,Não,AVENIDA DOUTOR FREDERICO MARTINS DA COST,1501.0,S.PAULO,SP,-23.6127961520641,-46.5211367778162,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,05º D.P. SANTO ANDRÉ,70º D.P. VILA EMA,Título I - Pessoa (arts. 121 a 154),Lesão corporal (art. 129),Consumado,POINT (-46.5211367778162 -23.6127961520641)
5229,2021,2021-07-30 14:11:47,2021-07-30 14:55:10,30/07/2021,10:40:00,PELA MANHÃ,2021-07-30 00:00:00,2021-07-30 14:11:47,Não,AVENIDA DOUTOR FREDERICO MARTINS DA COST,1501.0,S.PAULO,SP,-23.6127961520641,-46.5211367778162,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,05º D.P. SANTO ANDRÉ,70º D.P. VILA EMA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.5211367778162 -23.6127961520641)
5241,2021,2021-07-30 18:13:25,2021-07-30 18:53:41,30/07/2021,09:10:00,PELA MANHÃ,2021-07-30 00:00:00,2021-07-30 18:13:25,Não,RUA DOM MIGUEL COSTA,24.0,S.PAULO,SP,-23.6015387455238,-46.6235146424127,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,16º D.P. VILA CLEMENTINO,16º D.P. VILA CLEMENTINO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.6235146424127 -23.6015387455238)
5243,2021,2021-07-30 18:13:25,2021-07-30 18:53:41,30/07/2021,09:10:00,PELA MANHÃ,2021-07-30 00:00:00,2021-07-30 18:13:25,Não,RUA DOM MIGUEL COSTA,24.0,S.PAULO,SP,-23.6015387455238,-46.6235146424127,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,16º D.P. VILA CLEMENTINO,16º D.P. VILA CLEMENTINO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.6235146424127 -23.6015387455238)
5245,2021,2021-07-30 19:07:03,2021-07-30 20:07:13,30/07/2021,17:00:00,A TARDE,2021-07-30 00:00:00,2021-07-30 19:07:03,Não,RUA ANDREA DE FIRENZE,7.0,S.PAULO,SP,-23.6267782845284,-46.7518389169241,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,89º D.P. JARDIM TABOAO,37º D.P. CAMPO LIMPO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.7518389169241 -23.6267782845284)
5248,2021,2021-07-30 19:07:03,2021-07-30 20:07:13,30/07/2021,17:00:00,A TARDE,2021-07-30 00:00:00,2021-07-30 19:07:03,Não,RUA ANDREA DE FIRENZE,7.0,S.PAULO,SP,-23.6267782845284,-46.7518389169241,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,89º D.P. JARDIM TABOAO,37º D.P. CAMPO LIMPO,Título X - Fé pública (arts. 289 a 311),Adulteração de sinal identificador de veículo automotor (art. 311),Consumado,POINT (-46.7518389169241 -23.6267782845284)
5276,2021,2021-07-31 01:28:14,2021-07-31 01:28:14,30/07/2021,21:15:00,A NOITE,2021-07-31 00:00:00,2021-07-31 01:28:14,Não,Rua Guilherme Sandeville,39.0,S.PAULO,SP,-23.6157988,-46.4776197,Via pública,BO PARA INVESTIGAÇÃO,69º D.P. TEOTONIO VILELA,69º D.P. TEOTONIO VILELA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.4776197 -23.6157988)
5278,2021,2021-07-31 01:28:14,2021-07-31 01:28:14,30/07/2021,21:15:00,A NOITE,2021-07-31 00:00:00,2021-07-31 01:28:14,Não,Rua Guilherme Sandeville,39.0,S.PAULO,SP,-23.6157988,-46.4776197,Via pública,BO PARA INVESTIGAÇÃO,69º D.P. TEOTONIO VILELA,69º D.P. TEOTONIO VILELA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4776197 -23.6157988)
5289,2021,2021-07-31 06:20:11,2021-07-31 08:23:40,31/07/2021,02:30:00,DE MADRUGADA,2021-07-31 00:00:00,2021-07-31 06:20:11,Sim,RUA VOLUNTARIOS DA PATRIA,1000.0,S.PAULO,SP,-23.512413038,-46.626149652,Via pública,BO PARA FLAGRANTE,73º D.P. JACANA,13º D.P. CASA VERDE,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.626149652 -23.512413038)
5291,2021,2021-07-31 06:20:11,2021-07-31 08:23:40,31/07/2021,02:30:00,DE MADRUGADA,2021-07-31 00:00:00,2021-07-31 06:20:11,Sim,RUA VOLUNTARIOS DA PATRIA,1000.0,S.PAULO,SP,-23.512413038,-46.626149652,Via pública,BO PARA FLAGRANTE,73º D.P. JACANA,13º D.P. CASA VERDE,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.626149652 -23.512413038)
